city,URL,title,date,time,venue,details,user,tags,Rank
seattle,https://www.eventbrite.com/e/erg-rowing-clinic-at-sscf-tickets-463751572437?aff=ebdssbdestsearch,Erg Rowing Clinic at SSCF,12/3/2022,11:30 AM – 1:00 PM PST,"South Seattle CrossFit 2653 Southwest Yancy Street Seattle, WA 98126","J?oin your fellow workout partners for an SSCF rowing clinic with a local rowing coach.  Coach Scott Selfridge will be teaching an in-person clinic at SSCF for all levels.  Scott has been a rower since high school, through college at Gonzaga, and has been coaching for the last 12 years.
F?or the best interaction and optimal learning experience, this event will be capped at 16 people. So sign up ASAP!
 
",Coaches MRoss and Jess,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Classes', 'Seattle Sports & Fitness Classes']",545
seattle,https://www.eventbrite.com/e/10-year-anniversary-tattoo-entry-tickets-tickets-459160189487?aff=ebdssbdestsearch,10 Year Anniversary Tattoo Entry Tickets,12/9/2022,8:00 PM – 11:00 PM PST,"Dzul Ink Lounge 2104 3rd Avenue Seattle, WA 98121","Dzul Ink Lounge will welcome anyone stopping by to see and celebrate the artwork of both Alejandro and Jacob Dzul our talented tattoo artists along with Cata Dzul, our amazing and cleanly piercer. During the exhibition opening we will have refreshments and other lively performances going on, including live music and announcing our Raffle Ticket winners! 
The t?ickets being sold are for the Raffle Tickets for a tattoo worth either $1k, $3k, or $5k. 
Y?ou can buy unlimited amount of tickets and each ticket bought goes into the drawing once, so the more tickets, the more opportunity to win! We will also be selling these tickets during the event until 9 pm, allowing us time to choose the winners. 
",Dzul Ink Lounge,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Parties', 'Seattle Arts Parties', '#designers', '#artist', '#tattoo', '#seattle', '#exhibition', '#opening', '#10yearanniversary', '#opening_reception', '#tattoo_artist']",546
seattle,https://www.eventbrite.com/e/free-end-of-the-year-run-2022-tickets-440745189727?aff=ebdssbdestsearch,FREE End of the Year Run 2022,12/31/2022,,"Super Jock 'n Jill 7210 East Green Lake Dr N Seattle, WA 98115",,Run 2 Be Fit,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Races', 'Seattle Sports & Fitness Races', '#run', '#running', '#walk', '#walking', '#runners', '#running_events', '#running_club', '#running_event', '#running_and_fitness', '#running_community']",547
seattle,https://www.eventbrite.com/e/chanukah-at-the-kraken-tickets-473843989127?aff=ebdssbdestsearch,Chanukah at the Kraken,12/18/2022,4:00 PM – 6:00 PM PST,"Kraken Community Iceplex 10601 5th Avenue Northeast Seattle, WA 98125","Join Jews from all walks of life at the largest Chanukah celebration of the year: Chanukah at the Kraken! 
We’re back with all the fun festivities from last year, plus more! Look forward to skating on the same rink your favorite Kraken team practices on, witnessing the first ever carving and lighting of a full size  ice Menorah on the rink, traditional Chanukah bites and kids swag, and finally, a grand figure skating show by the worlds #1 junior ranking skater, Lucas Broussard!  
Children under 0-3 are free.
A?ges 4 and up  $20 per person. This includes skates.
Sponsorship opportunities 
""Gold menorah"" - $540 - 6 tickets, VIP line, Chanukah gift bag.
""Silver Dreidel"" - $360 - 4 tickets, VIP line, Chanukah gift bag.
""Bronze Gelt"" - $180 - 2 tickets, VIP line, Chanukah gift bag.

This event is brought to you in partnership by:
Chabad Jewish Center of North Seattle 
Chabad of Northwest Seattle 
Congregation Shaarei Tefilah Lubavitch
C?orporate sponsors
W?e would like to thank our corporate sponsors for partnering with us.
C?habad of Washington State
A?egis Living Greenwood
A?egis Living Lake Union
Want to be a corporate sponsor?
Becoming an event sponsor is a valuable opportunity. It allows you to market your business
inexpensively across a backdrop of community support, grow your business, all while bringing
the Joy of Chanukah to the community.
P?lease email Rabbi@chabadnwseattle.com to learn more.
",Chabad NW Seattle. Chabad North Seattle. CSTL.,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Attractions', 'Seattle Community Attractions', '#chanukah', '#chanukah_hannukah', '#chanukah_hanukkah', '#chanukah_event']",548
seattle,https://www.eventbrite.com/e/the-royal-flush-queens-are-wild-drag-brunch-tickets-230711713947?aff=ebdssbdestsearch,The Royal Flush: Queens are Wild Drag Brunch,12/26/2021,"Sun, Dec 25, 2022, 4:00 PM PST","Great American Casino Tukwila 14040 Interurban Avenue South Tukwila, WA 98168","Every week we showcase new Talent from some of the Seattle hottest Drag Queens!  Enjoy your Sunday Funday with your Hostesses Irene ""The Alien"" Dubois & Andrew Scott and Resident Performer Victoria Amore.  
Each week we feature 3 guest performers that are sure to keep the acts fun and fresh for you.
DJ Mixx America turn the party with today hottest tracks!!!
",Great Amercian Tukwila,"['United States Events', 'Washington Events', 'Things to do in Tukwila, WA', 'Tukwila Performances', 'Tukwila Food & Drink Performances', '#brunch', '#queens', '#dragqueen', '#liveentertainment', '#dragbrunch', '#dragshow', '#dragshowseattle', '#queenandrewscott', '#queenirenedubois', '#queenvictoriaamore']",549
seattle,https://www.eventbrite.com/e/wintersong-fresca-amore-and-ensemble-tickets-425504213557?aff=ebdssbdestsearch,"Wintersong (Fresca, Amore and Ensemble)",12/11/2022,,"Town Hall Seattle 1119 8th Avenue Seattle, WA 98101","Join Northwest Girlchoir singers and several new artistic staff members as we celebrate songs of the winter season. Featured are historical songs from French composer Claude Debussy and anonymous manuscripts from 14th century Spain and 15th century England; songs from folk traditions in Puerto Rico, England, and early American shape note singing communities; traditional Chanukah songs, including an arrangement by long-time NWGC friend Valerie Shields; and contemporary and traditional Christmas favorites. 
We are thrilled to announce the return of the audience singalong during these concerts, so masks will be required of all concertgoers.
SInce 1972, Northwest Girlchoir has inspired thousands of girls, families, and audiences across the Puget Sound and around the world. What a perfect way to start our live season by singing holiday favorites that will bring a smile to your face!
This 2:00 p.m. concert will feature Fresca and Amore.  Ticketholders for the 2:00 p.m. concert may use their tickets again for admittance to the 5:00pm concert which features Amabile and Vivace.
",Northwest Girlchoir,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Performances', 'Seattle Music Performances', '#amore', '#ensemble', '#seattlethingstodo', '#holidayconcert', '#fresca', '#seattlechoir', '#northwestgirlchoir', '#wintersong']",550
seattle,https://www.eventbrite.com/e/rachel-demy-between-everywhere-print-exhibition-opening-reception-talk-registration-468822931007?aff=ebdssbdestsearch,"Rachel Demy ""Between, Everywhere"" Print Exhibition Opening Reception & Talk",12/11/2022,1:30 PM – 2:30 PM PST,"Leica Store Bellevue 221 Bellevue Square Bellevue, WA 98004","Leica Store Bellevue is excited to host Rachel Demy for the Exhibition Opening Reception and Talk for “Between, Everywhere”, at 1:30pm on Sunday, December 11, 2022! 
""The photographs comprising Between, Everywhere were made over a five-year period touring with Death Cab for Cutie, a band she met first as a fan, and eventually joined as family. A mainstay of the indie music scene, Death Cab for Cutie has been consistently recording and touring for over two decades. Demy’s wry and poignant photographs take viewers behind the scenes and on a journey full of the quiet, the beauty, the monotony and the exhilaration of a veteran band on tour."" -Rachel Demy/Minor Matters Books
The exhibition will be on display from Sunday, December 11, 2022 through Sunday, January 1, 2023. This is a complimentary all-ages event. Beverages and finger food will be provided. Seating is limited and registration is required.
© Rachel Demy/Minor Matters Books
",Leica Camera,"['United States Events', 'Washington Events', 'Things to do in Bellevue, WA', 'Bellevue Seminars', 'Bellevue Hobbies Seminars', '#concert', '#photography', '#books', '#seattle', '#camera', '#leica', '#bellevue', '#photography_talk', '#deathcabforcutie', '#minormatters']",551
seattle,https://www.eventbrite.com/e/comfort-joy-a-holiday-concert-tickets-451842823047?aff=ebdssbdestsearch,Comfort & Joy - a Holiday Concert,12/3/2022,,"North Kitsap High School Community Auditorium 1881 Northeast Hostmark Street Poulsbo, WA 98370","Liven up this holiday season with classics like Leroy Anderson’s “Sleigh Ride” and singable tunes in “A Christmas Festival”, as well as some lesser known holiday staples. We hope you can join us for an afternoon of cheerful music! 
Masks will not be required for this concert, but are recommended. If you are sick or have symptoms of Covid-19, please stay home. By reserving tickets, you acknowledge that Poulsbo Community Orchestra cannot be liable for any airborne illness.
FAQ
Q. Will I be able to attend without a ticket?
A. All attendees will be required to have a ticket to see our concert. Tickets are still free, as always. We advise people to get their tickets in advance, before the show. 
Q. Can I get tickets in person?
A. We will be able to do tickets day of at the concert. There will be a limited number of day of tickets, so it is advised to get tickets before the concert. Tickets gotten day of will be available at the Ticket Booth. Online Ticket Sales will close at 1:00pm on March 24th. 
Q. How do I check in at the concert?
A. We will have volunteers scanning in tickets at the show. The Upstairs lobby will only be accessible by those checked into the concert. Your tickets can be scanned in off your phone (tickets are sent to your email) or we can scan in printed off versions of your ticket. We can also look up tickets by name.
Q. Why are we doing tickets now?
A. The orchestra has seen significant increases in community interest in our concerts. We love having so many people come and enjoy our music, but we also have to keep our patrons safety in mind. By implementing tickets, we can make sure we stay within the capacity limits for the Auditorium. It also helps us to know how many people are coming to our concerts, which will help us make future decisions for the Orchestra, and how to best accommodate our growth as an orchestra. 
Q. How can I reserve tickets in advance for future concerts?
A. We have decided to use EventBrite to provide free tickets for our concerts. We will typically release tickets to the public one month before our concerts. You can search for us on EventBrite, follow us on Facebook (www.facebook.com/PoulsboCommunityOrchestra/) where we will post updates on tickets, or join our mailing list where you will receive an email when tickets become available, along with a link to our Event on EventBrite.
Q. I’m apart of your email list, but I didn’t receive an email about tickets?
A. We’re sorry you didn't receive an email alert. The email could have ended up in your spam folder, in which case you would want to unmark it as spam. If it never arrived at all, it could be that your email is not entered properly on our end of things. If the latter is the case, you can submit your email to us again, either in person, or online through our email collection service on Facebook or our website. (www.poulsbocommunityorchestra.org)
Q. What are Rush Tickets?
A. Rush Tickets are tickets that become available at 2:50pm. They are tickets from people who couldn’t make it to the show, and have now been released to anyone trying to get tickets day of. Rush tickets are selected on a ‘Best Available’ case, and our system will try to seat groups together where possible. 
Q. How can I support PCO?
 A. We accept donations large or small.  You can donate at our website, www.poulsbocommunityorchestra.org . We also have several donation boxes at our concerts around the lobby that you can use to donate with cash or check. We also have a card reader upstairs for donations via card. Donations are what helps us keep our concerts free to the public. We also are almost always looking for volunteers to help us with tickets and ushering at our concerts. If you’re interested in volunteering in the future, talk to our Production Manager, Hazelynne Meyer. 

Contact Info for Ticket Questions-
press@poulsbocommunityorchestra.org

",Poulsbo Community Orchestra,"['United States Events', 'Washington Events', 'Things to do in Poulsbo, WA', 'Poulsbo Performances', 'Poulsbo Music Performances', '#holiday', '#christmas', '#poulsbo', '#family_friendly', '#classical_music']",552
seattle,https://www.eventbrite.com/e/holiday-celebration-games-party-tickets-448956369587?aff=ebdssbdestsearch,Holiday Celebration & Games Party!,12/3/2022,2:00 PM – 4:00 PM PST,"Martin Luther King FAME Community Center 3201 E Republican St. Seattle, WA 98112","Join Alpha Kappa Alpha Sorority, Inc. Delta Upsilon Omega Chapter for an afternoon of fun as we celebrate the holidays during our annual games party. Engage in a rousing game of Bingo, test your luck during a game of Pokeno, give back during our childhood hunger initiative service project, participate in a “Favorite Things” holiday gift exchange, or just partake in the holiday festivities! 
During the holiday celebration and games party, we will assemble Childhood Hunger Initiative Power Packs (CHIPP™). CHIPP provides weekend and holiday meals for children within local communities.

","Alpha Kappa Alpha Sorority, Inc.® Delta Upsilon Omega Chapter","['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Parties', 'Seattle Holiday Parties', '#aka1908']",553
seattle,https://www.eventbrite.com/e/brazilian-connection-2022-tickets-417168691787?aff=ebdssbdestsearch,Brazilian Connection 2022,12/10/2022,,"Langston Hughes Performing Arts Institute 104 17th Avenue South Seattle, WA 98144","Suffering from the Seattle freeze? Hips tight? Heat up and loosen up with the warmth and vivaciousness of traditional and contemporary Afro-rooted music and dance! Local legend Dora Oliveira Newman returns with her third annual full-length celebration of the resilience, beauty, joy, and resistance of Afro-Brazilian dance, and its connection to music and dance throughout the Diaspora. This year our special guests represent Panama, the Garinagu (Garifuna) Diaspora, and more. After the show, enjoy fellowship and light Brazilian refreshments. Let us join in celebration and tap into the wellspring of our common humanity!
",Dance with Dora LLC,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Performances', 'Seattle Arts Performances', '#dance', '#drumming', '#brazilian', '#ancestors', '#diaspora', '#afrolatino', '#afrobrazilian', '#brazilian_music', '#brazilian_dance', '#culture_and_diversity']",554
seattle,https://www.eventbrite.com/e/comedian-dina-hashem-tickets-429527386977?aff=ebdssbdestsearch,Comedian Dina Hashem,12/9/2022,"Sat, Dec 10, 2022, 11:00 PM PST","Laughs Comedy Club 5220 Roosevelt Way Northeast Seattle, WA 98105","Dina Hashem exploded onto the New York comedy scene after winning her first appearance on Comedy Central’s Roast Battle. With her deadpan delivery and dark observations, Dina’s stand-up addresses her difficult Islamic upbringing. She was named one of Team Coco/TBS’s “Comics to Watch” at the New York Comedy Festival and made her late-night TV debut on CONAN. She has also appeared on Night Train with Wyatt Cenac (Starz), This Week at the Cellar (Comedy Central), 2 Dope Queens (WNYC), Danny’s House (Viceland), and CC: STAND UP (Comedy Central), where her set currently has almost 3 million views. Dina has performed all over the world, including at the Melbourne Comedy Festival, Glasgow Comedy Festival, Bridgetown, Boston Comedy Festival, Limestone, and Comedy Central’s Clusterfest in San Francisco. Dina has participated in the prestigious Sundance Episodic Lab and was a writer on BJ Novak’s anthology series The Premise, for FX. She also writes for HBOMax’s Sex Lives of College Girls.
",Laughs Comedy Club,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Performances', 'Seattle Arts Performances', '#standup', '#datenight', '#standupcomedy', '#stand_up', '#stand_up_comedy', '#date_night', '#stand_up_comedy_club', '#standup_comedy', '#standup_comedy_show', '#standup_comedians']",555
seattle,https://www.eventbrite.co.uk/e/friday-rays-hometown-stand-up-comedy-show-tickets-438747003097?aff=ebdssbdestsearch,(Friday) Ray's hOMEtOWN Stand-Up Comedy Show,12/16/2022,21:30 – 23:00 PST,"Jewelbox Theater 2322 2nd Avenue Seattle, WA 98121","T?his is the culmination of everything I've worked on this year! Hour long show, all standup. Bringing my buds Austin Kress (StoneyMcBlaze on TikTok!), Macey Isaacs, and Leonard Smith Jr.  It's going to be fun. Come on by!!! I'd love to see you!! 
",,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Performances', 'Seattle Film & Media Performances', '#comedy', '#seattle']",556
seattle,https://www.eventbrite.com/e/the-station-space-soiree-tickets-450427870887?aff=ebdssbdestsearch,The Station Space Soiree,12/15/2022,6:00 PM – 9:00 PM PST,"Langston Hughes Performing Arts Institute 104 17th Avenue South Seattle, WA 98144","The Rhapsody Workshop at King St Station will be our first-ever permanent home, and this party will teach you all about what's to come, introduce you to our partners in the project, and fill you full of amazing, free food by Chef Tarik along with live music played by many branches of our community. 
D?ress code: Playfully Snazzy
O?ur goal is to raise $25,000 - contribute via Givebutter:
https://givebutter.com/kss
H?appy Hour: 6pm - 7pm
L?ive Music: 7pm - 9pm
D?elightful repartee throughout. 
C?ovid Protocols will follow State and City recommendations. 
L?angston Hughes Performing Arts Center
",The Rhapsody Project,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Parties', 'Seattle Community Parties', '#nonprofit', '#concert', '#music', '#party', '#education', '#celebration', '#fundraiser', '#seattle', '#happy_hour', '#fundraising_event']",557
seattle,https://www.eventbrite.com/e/elements-of-shared-living-12122-tickets-411072186977?aff=ebdssbdestsearch,Elements of Shared Living 12/1/22,12/1/2022,6:30 PM – 8:30 PM PST,"Webinar with Community Homes Webinar link will be sent to registered attendees Kirkland, WA 98033","In this workshop, participants will learn what a shared living home is, the basic components and process of creating a shared living home, what to consider and how to move forward. 
Meet the presenter: 
Cathy Murahashi joined Community Homes as Education and Outreach Manager in January 2020 after 18 years of services to The Arc of King County, where she supported families, developed trainings and curriculum and was a dedicated legislative advocate for services and the rights of people with developmental and intellectual disabilities. Her passion for serving people with ID/DD is fueled by her young adult daughter, Holly who has Down Syndrome and her vision for her to live, work, learn and play in ordinary places in the community.
This program is made possible with human services funding from the City of Bellevue, City of Bothell,  Snohomish County, City of Redmond and City of Woodinville.
",Community Homes,"['United States Events', 'Washington Events', 'Things to do in Bellevue, WA', 'Bellevue Classes', 'Bellevue Family & Education Classes']",558
seattle,https://www.eventbrite.com/e/reflect-nye-2023-tickets-443795382937?aff=ebdssbdestsearch,REFLECT: NYE 2023,12/31/2022,"Sun, Jan 1, 2023, 2:00 AM PST","W Seattle 1112 4th Ave Seattle, WA 98101","With the global pandemic in the rear view mirror, W Seattle invites you to REFLECT 2023, a New Year’s Eve bash that’s sure to shimmer! Where glitz meets glam and dance meets fever, W Seattle is the place to be on December 31st.   
Music by DJ Supreme La Rock
I?n partnership with Moet Hennessey

T?ICKETS:
G?A: Includes Admission, Party Favor, Champagne Toast
V?IP: Includes Admission, Party Favor, Champagne Toast, Access to the VIP Section, Two Drink Tickets, Food Buffet
T?he Stage Experience: Includes Admission, Party Favor, Champagne Toast, Private Section on the W Stage with Server for 12 People, Bottle Service, Private Food Buffet 
*?Only one Stage Experience ticket available. Ticket works as admission for up to 12 people.

S?ee you there!

",W Seattle,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Parties', 'Seattle Holiday Parties', '#drinks', '#food', '#party', '#dj', '#seattle', '#livemusic', '#nye', '#newyearseve', '#2023', '#food_and_drink']",559
seattle,https://www.eventbrite.com/e/begin-scc-winter-concert-younger-concert-brio-intermezzo-lifted-tickets-465173545597?aff=ebdssbdestsearch,"Begin - SCC Winter Concert - Younger Concert: Brio, Intermezzo, Lifted!",12/10/2022,11:00 AM – 12:30 PM PST,"Trinity Lutheran Church & Schools 6215 196th Street Southwest Lynnwood, WA 98036","Our December concert celebrates beginnings: the birth of a baby, first steps on a journey, or tiny shoots hidden in the snow. Beginnings are filled with hope, with excitement, and maybe even a bit of trepidation. Seattle Children’s Chorus embraces the beginnings with curiosity to learn more and with vigor to face challenges.


",Seattle Children's Chorus,"['United States Events', 'Washington Events', 'Things to do in Lynnwood, WA', 'Lynnwood Performances', 'Lynnwood Music Performances', '#music', '#choir', '#choral', '#seattle', '#christmas', '#choirconcert', '#seattle_events', '#christmas_events', '#seattlechoir', '#seattlechorus']",560
seattle,https://www.eventbrite.ca/e/free-power-yoga-class-at-lululemon-with-morgan-zion-tickets-464636860357?aff=ebdssbdestsearch,FREE Power Yoga Class at Lululemon with Morgan Zion,11/10/2022,"Sun, Jan 1, 2023, 1:00 PM PST","lululemon 2656 Northeast University Village Street Seattle, WA 98105","Morgan's class is designed to open, stretch and tone the body, while building core strength. Each sequence builds upon the previous, evolving into deeper, more advanced postures as the practice unfolds. After the practice, you'll feel amazing, accomplished and ready to take on the day!
",Morgan Zion Yoga & Fitness,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Classes', 'Seattle Health Classes', '#yoga', '#freeyoga', '#poweryoga', '#freeyogaclass', '#yoga_class', '#seattle_events', '#seattleyoga']",561
seattle,https://www.eventbrite.com/e/jokes-at-the-junction-live-stand-up-comedy-tickets-465270666087?aff=ebdssbdestsearch,Jokes At The Junction - Live Stand Up Comedy,12/1/2022,8:00 PM – 10:00 PM PST,"Great American Diner and Bar 4752 California Avenue Southwest Seattle, WA 98116","Cozy Comedy productions, founded and operated by West Seattle comedians, is bringing a showcase of local comics straight into the heart of the junction to tell you some of the funniest jokes you'll find in West Seattle! For just 5 bucks, our producers have brought together a diverse and hilarious crew of local comics and we're also featuring Timmy Booth to close out the show!
Timmy is a maker. Writing jokes, producing talk shows, making videos—he'll do whatever it takes to confuse his mom. You've seen him on the internet (Cut.com, CBC, eBaum's World, The Needling), or in person (Cape Fear Comedy Festival, Dusty Slay's Homegrown Showcase), or maybe you've never seen him until we brought him to West Seattle, and that's cool too.  
",Cozy Comedy,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Performances', 'Seattle Arts Performances', '#standup', '#standupcomedy', '#stand_up_comedy', '#standup_comedy', '#standup_comedy_show', '#standup_comedians']",562
seattle,https://www.eventbrite.com/e/210-seattle-night-market-tickets-430430638627?aff=ebdssbdestsearch,210 Seattle Night Market,10/6/2022,"Thu, May 2, 2024, 9:00 PM PDT","210 S Washington St 210 South Washington Street Seattle, WA 98104","Each month we host 15-20 makers, artists and vintage curators from around the area from 6-9pm. Come join us on the first Thursday of each month! 
",,"['United States Events', 'Washington Events', 'Things to do in Seattle, WA', 'Seattle Other', 'Seattle Home & Lifestyle Other']",563
seattle,https://www.eventbrite.com/e/ricardo-cepeda-tickets-457877011467?aff=ebdssbdestsearch,RICARDO CEPEDA,12/16/2022,,"Club Sur 2901 1st Ave S Seattle, WA 98134","El Colosal de la Gaita!!
Por Primera Vez en SEATTLE
Directamente desde venezuela 
Interpretando todos sus éxitos!!
Aquí se siente la gaita, La pegajosa, Aquel zuliano, Sentir zuliano, Mi nostalgia, Sabor añejo, Maracaibo inmensa, El barrio de mis andanzas, Madre es Madre, Mi ranchito y Muchos más!!
Mezclando en vivo: DJ  VENUSS La colombiana!!
Doors open 9pm
21+
Reservaciones via Text: (206) 657 6271
",Club Sur,"['Eventos en Estados Unidos', 'Eventos en Estado de Washington', 'Actividades en Seattle, WA', 'Performances en Seattle', 'Performances de Música en Seattle', '#seattle', '#venezuela', '#venezuelan', '#seattleevents', '#seattlemusic', '#seattle_event', '#seattle_events']",564
seattle,https://www.eventbrite.com/e/begin-scc-winter-concert-youth-concert-arioso-coro-vivo-camerata-tickets-465180516447?aff=ebdssbdestsearch,"Begin - SCC Winter Concert - Youth Concert: Arioso, Coro Vivo, Camerata",12/10/2022,2:00 PM – 4:00 PM PST,"Trinity Lutheran Church & Schools 6215 196th Street Southwest Lynnwood, WA 98036","Our December concert celebrates beginnings: the birth of a baby, first steps on a journey, or tiny shoots hidden in the snow. Beginnings are filled with hope, with excitement, and maybe even a bit of trepidation. Seattle Children’s Chorus embraces the beginnings with curiosity to learn more and with vigor to face challenges.


",Seattle Children's Chorus,"['United States Events', 'Washington Events', 'Things to do in Lynnwood, WA', 'Lynnwood Performances', 'Lynnwood Music Performances', '#music', '#choir', '#choral', '#seattle', '#christmas', '#choirconcert', '#seattle_events', '#christmas_events', '#seattlechoir', '#seattlechorus']",565
